9	4	[35.680363, 139.704555], [35.680303, 139.704188], [35.680229, 139.703736], [35.680206, 139.703597]
9	6	[35.680363, 139.704555], [35.680494, 139.705053]
9	7	[35.680363, 139.704555], [35.680649, 139.704958]
9	8	[35.680363, 139.704555], [35.680525, 139.704561]
9	57	[35.680363, 139.704555], [35.680244, 139.704548], [35.680109, 139.704544], [35.679953, 139.704540], [35.679817, 139.704566], [35.679736, 139.704595], [35.679664, 139.704621], [35.679610, 139.704650], [35.679409, 139.704757]
10	8	[35.681567, 139.704581], [35.681237, 139.704574], [35.680755, 139.704563], [35.680587, 139.704561], [35.680525, 139.704561]
10	11	[35.681567, 139.704581], [35.681645, 139.704795], [35.681978, 139.705162], [35.682246, 139.705420]
10	15	[35.681567, 139.704581], [35.682048, 139.704585], [35.682366, 139.704587]
11	10	[35.682246, 139.705420], [35.681978, 139.705162], [35.681645, 139.704795], [35.681567, 139.704581]
11	12	[35.682246, 139.705420], [35.681898, 139.706054]
11	13	[35.682246, 139.705420], [35.682478, 139.705606], [35.682849, 139.705882]
12	7	[35.681898, 139.706054], [35.681590, 139.705759], [35.681286, 139.705499], [35.680649, 139.704958]
12	11	[35.681898, 139.706054], [35.682246, 139.705420]
12	16	[35.681898, 139.706054], [35.682216, 139.706312], [35.682478, 139.706513], [35.683068, 139.706982]
12	23	[35.681898, 139.706054], [35.681568, 139.706743], [35.681569, 139.706836]
13	11	[35.682849, 139.705882], [35.682478, 139.705606], [35.682246, 139.705420]
13	17	[35.682849, 139.705882], [35.682991, 139.705647]
13	27	[35.682849, 139.705882], [35.682948, 139.705967], [35.683052, 139.706050], [35.683304, 139.706250], [35.683333, 139.706276], [35.683422, 139.706353]
14	24	[35.682389, 139.707568], [35.682340, 139.707528], [35.682048, 139.707295], [35.681777, 139.707084], [35.681573, 139.706932]
14	143	[35.682389, 139.707568], [35.682484, 139.707642], [35.682660, 139.707779]
14	160	[35.682389, 139.707568], [35.682349, 139.707642], [35.682148, 139.708008], [35.682065, 139.708160], [35.681979, 139.708333], [35.681938, 139.708433]
15	10	[35.682366, 139.704587], [35.682048, 139.704585], [35.681567, 139.704581]
15	17	[35.682366, 139.704587], [35.682127, 139.704942], [35.682515, 139.705277], [35.682827, 139.705513], [35.682991, 139.705647]
15	19	[35.682366, 139.704587], [35.683069, 139.704585]
15	25	[35.682366, 139.704587], [35.682485, 139.704447], [35.682622, 139.704263], [35.682665, 139.704206], [35.682846, 139.703976], [35.682905, 139.703902], [35.683075, 139.703697], [35.683308, 139.703938], [35.683333, 139.703963], [35.683789, 139.704414]
16	12	[35.683068, 139.706982], [35.682478, 139.706513], [35.682216, 139.706312], [35.681898, 139.706054]
16	27	[35.683068, 139.706982], [35.683145, 139.706844], [35.683326, 139.706521], [35.683333, 139.706508], [35.683422, 139.706353]
16	143	[35.683068, 139.706982], [35.682872, 139.707370], [35.682731, 139.707642], [35.682660, 139.707779]
17	13	[35.682991, 139.705647], [35.682849, 139.705882]
17	15	[35.682991, 139.705647], [35.682827, 139.705513], [35.682515, 139.705277], [35.682127, 139.704942], [35.682366, 139.704587]
17	18	[35.682991, 139.705647], [35.683138, 139.705447], [35.683219, 139.705367]
17	26	[35.682991, 139.705647], [35.683333, 139.705926], [35.683366, 139.705952], [35.683573, 139.706131]
18	17	[35.683219, 139.705367], [35.683138, 139.705447], [35.682991, 139.705647]
18	19	[35.683219, 139.705367], [35.683054, 139.705191], [35.683069, 139.704585]
18	25	[35.683219, 139.705367], [35.683311, 139.705242], [35.683333, 139.705214], [35.683438, 139.705082], [35.683587, 139.704885], [35.683850, 139.704539], [35.683789, 139.704414]
18	26	[35.683219, 139.705367], [35.683293, 139.705432], [35.683333, 139.705467], [35.683783, 139.705863], [35.683573, 139.706131]
19	15	[35.683069, 139.704585], [35.682366, 139.704587]
19	18	[35.683069, 139.704585], [35.683054, 139.705191], [35.683219, 139.705367]
19	25	[35.683069, 139.704585], [35.683302, 139.704581], [35.683333, 139.704580], [35.683390, 139.704578], [35.683789, 139.704414]
20	1	[35.680254, 139.707074], [35.680153, 139.706989], [35.679895, 139.706775], [35.679859, 139.706801]
20	142	[35.680254, 139.707074], [35.680142, 139.707365], [35.680037, 139.707642], [35.680020, 139.707685]
20	144	[35.680254, 139.707074], [35.680931, 139.707629], [35.680944, 139.707642], [35.681042, 139.707737]
21	7	[35.681317, 139.706861], [35.681285, 139.706338], [35.681142, 139.705861], [35.680829, 139.705334], [35.680649, 139.704958]
21	22	[35.681317, 139.706861], [35.681148, 139.706870]
21	23	[35.681317, 139.706861], [35.681569, 139.706836]
22	3	[35.681148, 139.706870], [35.681129, 139.706528]
22	21	[35.681148, 139.706870], [35.681317, 139.706861]
22	145	[35.681148, 139.706870], [35.681183, 139.707642], [35.681186, 139.707720]
23	12	[35.681569, 139.706836], [35.681568, 139.706743], [35.681898, 139.706054]
23	21	[35.681569, 139.706836], [35.681317, 139.706861]
23	24	[35.681569, 139.706836], [35.681573, 139.706932]
24	14	[35.681573, 139.706932], [35.681777, 139.707084], [35.682048, 139.707295], [35.682340, 139.707528], [35.682389, 139.707568]
24	23	[35.681573, 139.706932], [35.681569, 139.706836]
24	147	[35.681573, 139.706932], [35.681590, 139.707225], [35.681622, 139.707642], [35.681641, 139.707884], [35.681651, 139.708027]
25	15	[35.683789, 139.704414], [35.683333, 139.703963], [35.683308, 139.703938], [35.683075, 139.703697], [35.682905, 139.703902], [35.682846, 139.703976], [35.682665, 139.704206], [35.682622, 139.704263], [35.682485, 139.704447], [35.682366, 139.704587]
25	18	[35.683789, 139.704414], [35.683850, 139.704539], [35.683587, 139.704885], [35.683438, 139.705082], [35.683333, 139.705214], [35.683311, 139.705242], [35.683219, 139.705367]
25	19	[35.683789, 139.704414], [35.683390, 139.704578], [35.683333, 139.704580], [35.683302, 139.704581], [35.683069, 139.704585]
26	17	[35.683573, 139.706131], [35.683366, 139.705952], [35.683333, 139.705926], [35.682991, 139.705647]
26	18	[35.683573, 139.706131], [35.683783, 139.705863], [35.683333, 139.705467], [35.683293, 139.705432], [35.683219, 139.705367]
26	27	[35.683573, 139.706131], [35.683422, 139.706353]
27	13	[35.683422, 139.706353], [35.683333, 139.706276], [35.683304, 139.706250], [35.683052, 139.706050], [35.682948, 139.705967], [35.682849, 139.705882]
27	16	[35.683422, 139.706353], [35.683333, 139.706508], [35.683326, 139.706521], [35.683145, 139.706844], [35.683068, 139.706982]
27	26	[35.683422, 139.706353], [35.683573, 139.706131]
28	30	[35.675301, 139.704678], [35.675330, 139.704667], [35.675346, 139.704796]
28	76	[35.675301, 139.704678], [35.675284, 139.704587], [35.675147, 139.704570], [35.675134, 139.704568], [35.675039, 139.704544], [35.675000, 139.704559], [35.674817, 139.704634], [35.674737, 139.704463], [35.674310, 139.704370]
28	81	[35.675301, 139.704678], [35.675147, 139.704719], [35.675143, 139.704720], [35.675000, 139.704760], [35.674944, 139.704775], [35.674901, 139.704797]
29	34	[35.675218, 139.706768], [35.675328, 139.706735], [35.675621, 139.706649]
29	82	[35.675218, 139.706768], [35.675147, 139.706789], [35.675000, 139.706835], [35.674874, 139.706874]
29	84	[35.675218, 139.706768], [35.675147, 139.706325], [35.675101, 139.706035]
30	28	[35.675346, 139.704796], [35.675330, 139.704667], [35.675301, 139.704678]
30	31	[35.675346, 139.704796], [35.675389, 139.705123]
30	39	[35.675346, 139.704796], [35.675941, 139.704729], [35.676290, 139.704644], [35.676682, 139.704548]
31	30	[35.675389, 139.705123], [35.675346, 139.704796]
31	32	[35.675389, 139.705123], [35.675929, 139.705048], [35.675952, 139.705189], [35.676754, 139.705011]
31	33	[35.675389, 139.705123], [35.675491, 139.705938]
32	31	[35.676754, 139.705011], [35.675952, 139.705189], [35.675929, 139.705048], [35.675389, 139.705123]
32	39	[35.676754, 139.705011], [35.676682, 139.704548]
32	41	[35.676754, 139.705011], [35.677584, 139.704817], [35.678114, 139.704689]
32	49	[35.676754, 139.705011], [35.676829, 139.705495], [35.677855, 139.705264], [35.678185, 139.705192]
33	31	[35.675491, 139.705938], [35.675389, 139.705123]
33	34	[35.675491, 139.705938], [35.675621, 139.706649]
33	37	[35.675491, 139.705938], [35.675980, 139.705825], [35.676365, 139.705736], [35.676578, 139.706405]
33	84	[35.675491, 139.705938], [35.675147, 139.706023], [35.675101, 139.706035]
34	29	[35.675621, 139.706649], [35.675328, 139.706735], [35.675218, 139.706768]
34	33	[35.675621, 139.706649], [35.675491, 139.705938]
34	35	[35.675621, 139.706649], [35.675784, 139.707577]
34	37	[35.675621, 139.706649], [35.676190, 139.706504], [35.676476, 139.706430], [35.676578, 139.706405]
35	34	[35.675784, 139.707577], [35.675621, 139.706649]
35	36	[35.675784, 139.707577], [35.676404, 139.707436], [35.676482, 139.707440]
35	165	[35.675784, 139.707577], [35.675795, 139.707642], [35.675905, 139.708277]
36	35	[35.676482, 139.707440], [35.676404, 139.707436], [35.675784, 139.707577]
36	38	[35.676482, 139.707440], [35.676535, 139.707360], [35.676625, 139.707235], [35.676755, 139.707049]
36	166	[35.676482, 139.707440], [35.676351, 139.707642], [35.676209, 139.707859]
36	169	[35.676482, 139.707440], [35.676628, 139.707642], [35.676696, 139.707735]
37	33	[35.676578, 139.706405], [35.676365, 139.705736], [35.675980, 139.705825], [35.675491, 139.705938]
37	34	[35.676578, 139.706405], [35.676476, 139.706430], [35.676190, 139.706504], [35.675621, 139.706649]
37	38	[35.676578, 139.706405], [35.676755, 139.707049]
37	43	[35.676578, 139.706405], [35.676756, 139.706357], [35.676933, 139.706309], [35.677211, 139.706234]
38	36	[35.676755, 139.707049], [35.676625, 139.707235], [35.676535, 139.707360], [35.676482, 139.707440]
38	37	[35.676755, 139.707049], [35.676578, 139.706405]
38	40	[35.676755, 139.707049], [35.676970, 139.707332]
38	42	[35.676755, 139.707049], [35.677003, 139.706669]
39	30	[35.676682, 139.704548], [35.676290, 139.704644], [35.675941, 139.704729], [35.675346, 139.704796]
39	32	[35.676682, 139.704548], [35.676754, 139.705011]
39	41	[35.676682, 139.704548], [35.677178, 139.704438], [35.678048, 139.704235], [35.678114, 139.704689]
40	38	[35.676970, 139.707332], [35.676755, 139.707049]
40	44	[35.676970, 139.707332], [35.677204, 139.707630]
40	47	[35.676970, 139.707332], [35.677234, 139.706949]
40	169	[35.676970, 139.707332], [35.676759, 139.707642], [35.676696, 139.707735]
41	32	[35.678114, 139.704689], [35.677584, 139.704817], [35.676754, 139.705011]
41	39	[35.678114, 139.704689], [35.678048, 139.704235], [35.677178, 139.704438], [35.676682, 139.704548]
41	49	[35.678114, 139.704689], [35.678151, 139.704949], [35.678185, 139.705192]
42	38	[35.677003, 139.706669], [35.676755, 139.707049]
42	43	[35.677003, 139.706669], [35.677204, 139.706372], [35.677211, 139.706234]
42	47	[35.677003, 139.706669], [35.677234, 139.706949]
43	37	[35.677211, 139.706234], [35.676933, 139.706309], [35.676756, 139.706357], [35.676578, 139.706405]
43	42	[35.677211, 139.706234], [35.677204, 139.706372], [35.677003, 139.706669]
43	46	[35.677211, 139.706234], [35.677316, 139.706350], [35.677493, 139.706568]
43	50	[35.677211, 139.706234], [35.677540, 139.706132], [35.677736, 139.706024], [35.678201, 139.705681], [35.678262, 139.705636]
44	40	[35.677204, 139.707630], [35.676970, 139.707332]
44	45	[35.677204, 139.707630], [35.677472, 139.707244]
44	168	[35.677204, 139.707630], [35.677196, 139.707642], [35.676930, 139.708028]
44	170	[35.677204, 139.707630], [35.677212, 139.707642], [35.677523, 139.708050]
45	44	[35.677472, 139.707244], [35.677204, 139.707630]
45	47	[35.677472, 139.707244], [35.677234, 139.706949]
45	48	[35.677472, 139.707244], [35.677666, 139.706984], [35.677732, 139.706854]
45	171	[35.677472, 139.707244], [35.677702, 139.707532], [35.677789, 139.707642], [35.677816, 139.707676]
46	43	[35.677493, 139.706568], [35.677316, 139.706350], [35.677211, 139.706234]
46	47	[35.677493, 139.706568], [35.677234, 139.706949]
46	48	[35.677493, 139.706568], [35.677732, 139.706854]
47	40	[35.677234, 139.706949], [35.676970, 139.707332]
47	42	[35.677234, 139.706949], [35.677003, 139.706669]
47	45	[35.677234, 139.706949], [35.677472, 139.707244]
47	46	[35.677234, 139.706949], [35.677493, 139.706568]
48	45	[35.677732, 139.706854], [35.677666, 139.706984], [35.677472, 139.707244]
48	46	[35.677732, 139.706854], [35.677493, 139.706568]
48	53	[35.677732, 139.706854], [35.677940, 139.706462], [35.678211, 139.706033], [35.678382, 139.705804]
49	32	[35.678185, 139.705192], [35.677855, 139.705264], [35.676829, 139.705495], [35.676754, 139.705011]
49	41	[35.678185, 139.705192], [35.678151, 139.704949], [35.678114, 139.704689]
49	50	[35.678185, 139.705192], [35.678262, 139.705636]
49	51	[35.678185, 139.705192], [35.678339, 139.704863]
50	43	[35.678262, 139.705636], [35.678201, 139.705681], [35.677736, 139.706024], [35.677540, 139.706132], [35.677211, 139.706234]
50	49	[35.678262, 139.705636], [35.678185, 139.705192]
50	52	[35.678262, 139.705636], [35.678347, 139.705568], [35.678773, 139.705229]
50	53	[35.678262, 139.705636], [35.678382, 139.705804]
51	49	[35.678339, 139.704863], [35.678185, 139.705192]
51	52	[35.678339, 139.704863], [35.678674, 139.705127], [35.678773, 139.705229]
51	54	[35.678339, 139.704863], [35.678433, 139.704724], [35.678529, 139.704550], [35.678649, 139.704332], [35.678703, 139.704288]
52	50	[35.678773, 139.705229], [35.678347, 139.705568], [35.678262, 139.705636]
52	51	[35.678773, 139.705229], [35.678674, 139.705127], [35.678339, 139.704863]
52	58	[35.678773, 139.705229], [35.678880, 139.705151], [35.679070, 139.705013]
53	48	[35.678382, 139.705804], [35.678211, 139.706033], [35.677940, 139.706462], [35.677732, 139.706854]
53	50	[35.678382, 139.705804], [35.678262, 139.705636]
53	55	[35.678382, 139.705804], [35.678694, 139.706123]
54	51	[35.678703, 139.704288], [35.678649, 139.704332], [35.678529, 139.704550], [35.678433, 139.704724], [35.678339, 139.704863]
54	56	[35.678703, 139.704288], [35.678816, 139.704152], [35.678947, 139.704006]
54	58	[35.678703, 139.704288], [35.679046, 139.704914], [35.679070, 139.705013]
55	1	[35.678694, 139.706123], [35.678751, 139.706161], [35.679610, 139.706652], [35.679747, 139.706731], [35.679859, 139.706801]
55	53	[35.678694, 139.706123], [35.678382, 139.705804]
55	172	[35.678694, 139.706123], [35.678630, 139.706291], [35.678521, 139.706577], [35.678447, 139.706745], [35.678413, 139.706822], [35.678290, 139.707103], [35.678179, 139.707326], [35.678127, 139.707407], [35.678034, 139.707634], [35.678032, 139.707642], [35.677970, 139.707852]
56	4	[35.678947, 139.704006], [35.679025, 139.703887], [35.679360, 139.703808], [35.679610, 139.703746], [35.680206, 139.703597]
56	54	[35.678947, 139.704006], [35.678816, 139.704152], [35.678703, 139.704288]
56	57	[35.678947, 139.704006], [35.679111, 139.704271], [35.679318, 139.704615], [35.679409, 139.704757]
57	9	[35.679409, 139.704757], [35.679610, 139.704650], [35.679664, 139.704621], [35.679736, 139.704595], [35.679817, 139.704566], [35.679953, 139.704540], [35.680109, 139.704544], [35.680244, 139.704548], [35.680363, 139.704555]
57	56	[35.679409, 139.704757], [35.679318, 139.704615], [35.679111, 139.704271], [35.678947, 139.704006]
57	58	[35.679409, 139.704757], [35.679070, 139.705013]
58	5	[35.679070, 139.705013], [35.679082, 139.705135], [35.679120, 139.705454], [35.679610, 139.705450], [35.679755, 139.705449], [35.679805, 139.705449], [35.680264, 139.705669]
58	52	[35.679070, 139.705013], [35.678880, 139.705151], [35.678773, 139.705229]
58	54	[35.679070, 139.705013], [35.679046, 139.704914], [35.678703, 139.704288]
58	57	[35.679070, 139.705013], [35.679409, 139.704757]
59	1	[35.679609, 139.707466], [35.679610, 139.707463], [35.679700, 139.707224], [35.679800, 139.706962], [35.679859, 139.706801]
59	142	[35.679609, 139.707466], [35.679610, 139.707466], [35.679938, 139.707642], [35.680020, 139.707685]
59	173	[35.679609, 139.707466], [35.679542, 139.707642], [35.679383, 139.708059]
60	62	[35.670973, 139.705308], [35.671038, 139.705175], [35.671217, 139.704836]
60	110	[35.670973, 139.705308], [35.670883, 139.705252], [35.670807, 139.705242], [35.670685, 139.705250], [35.670683, 139.705250], [35.670625, 139.705256], [35.670458, 139.705298], [35.670366, 139.705220], [35.670271, 139.705315], [35.670018, 139.705558], [35.669908, 139.705619], [35.669584, 139.705831], [35.669461, 139.706018], [35.669405, 139.706130]
60	111	[35.670973, 139.705308], [35.670685, 139.705865], [35.670642, 139.705949], [35.670188, 139.706756]
61	66	[35.671410, 139.707609], [35.671552, 139.707493], [35.671714, 139.707097], [35.671970, 139.706563], [35.672072, 139.706354], [35.672175, 139.706144], [35.672233, 139.706074], [35.672344, 139.706030], [35.672395, 139.706008], [35.672435, 139.705968], [35.672481, 139.705893], [35.672708, 139.705911], [35.673054, 139.706140], [35.673217, 139.706241], [35.673382, 139.706409], [35.673424, 139.706442]
61	111	[35.671410, 139.707609], [35.670785, 139.707100], [35.670685, 139.707043], [35.670188, 139.706756]
61	207	[35.671410, 139.707609], [35.671366, 139.707642], [35.670996, 139.707917]
61	208	[35.671410, 139.707609], [35.671449, 139.707642], [35.671884, 139.708010], [35.672105, 139.708146]
62	60	[35.671217, 139.704836], [35.671038, 139.705175], [35.670973, 139.705308]
62	63	[35.671217, 139.704836], [35.671345, 139.704251], [35.671371, 139.704133], [35.671443, 139.703790], [35.671531, 139.703348], [35.671595, 139.703030]
62	64	[35.671217, 139.704836], [35.671330, 139.704894], [35.671352, 139.704898], [35.671578, 139.704946], [35.671874, 139.705012]
63	62	[35.671595, 139.703030], [35.671531, 139.703348], [35.671443, 139.703790], [35.671371, 139.704133], [35.671345, 139.704251], [35.671217, 139.704836]
63	67	[35.671595, 139.703030], [35.671900, 139.703107], [35.672255, 139.703285]
63	95	[35.671595, 139.703030], [35.670799, 139.702849], [35.670685, 139.702868], [35.670445, 139.702908], [35.669981, 139.702867], [35.669961, 139.702866], [35.669874, 139.702862], [35.669698, 139.702852], [35.669485, 139.702905], [35.669475, 139.703076], [35.669439, 139.703248], [35.669387, 139.703374], [35.669344, 139.703472], [35.669045, 139.704147], [35.668974, 139.704306]
64	62	[35.671874, 139.705012], [35.671578, 139.704946], [35.671352, 139.704898], [35.671330, 139.704894], [35.671217, 139.704836]
64	65	[35.671874, 139.705012], [35.671880, 139.704901], [35.671878, 139.704809], [35.671820, 139.704658], [35.671797, 139.704588], [35.671793, 139.704519], [35.671807, 139.704431], [35.671836, 139.704335]
64	72	[35.671874, 139.705012], [35.671882, 139.705247], [35.671932, 139.705331], [35.672005, 139.705416], [35.672041, 139.705437], [35.672080, 139.705459], [35.672170, 139.705488], [35.672252, 139.705498], [35.672361, 139.705499], [35.672465, 139.705483], [35.672555, 139.705437], [35.672624, 139.705371], [35.672716, 139.705337], [35.672763, 139.705170], [35.672879, 139.704968], [35.672969, 139.704869], [35.673197, 139.704679]
65	64	[35.671836, 139.704335], [35.671807, 139.704431], [35.671793, 139.704519], [35.671797, 139.704588], [35.671820, 139.704658], [35.671878, 139.704809], [35.671880, 139.704901], [35.671874, 139.705012]
65	67	[35.671836, 139.704335], [35.671825, 139.704245], [35.671795, 139.704060], [35.671795, 139.703967], [35.671810, 139.703906], [35.671873, 139.703862], [35.671980, 139.703850], [35.672057, 139.703824], [35.672102, 139.703798], [35.672167, 139.703586], [35.672255, 139.703285]
65	69	[35.671836, 139.704335], [35.672127, 139.704282], [35.672203, 139.704269], [35.672571, 139.704109], [35.672577, 139.704106], [35.672923, 139.703945]
66	61	[35.673424, 139.706442], [35.673382, 139.706409], [35.673217, 139.706241], [35.673054, 139.706140], [35.672708, 139.705911], [35.672481, 139.705893], [35.672435, 139.705968], [35.672395, 139.706008], [35.672344, 139.706030], [35.672233, 139.706074], [35.672175, 139.706144], [35.672072, 139.706354], [35.671970, 139.706563], [35.671714, 139.707097], [35.671552, 139.707493], [35.671410, 139.707609]
66	73	[35.673424, 139.706442], [35.673491, 139.706333]
66	209	[35.673424, 139.706442], [35.673061, 139.707038], [35.672820, 139.707438], [35.672670, 139.707558], [35.672606, 139.707642], [35.672580, 139.707676], [35.672535, 139.707789], [35.672366, 139.707947], [35.672202, 139.708161]
67	63	[35.672255, 139.703285], [35.671900, 139.703107], [35.671595, 139.703030]
67	65	[35.672255, 139.703285], [35.672167, 139.703586], [35.672102, 139.703798], [35.672057, 139.703824], [35.671980, 139.703850], [35.671873, 139.703862], [35.671810, 139.703906], [35.671795, 139.703967], [35.671795, 139.704060], [35.671825, 139.704245], [35.671836, 139.704335]
67	68	[35.672255, 139.703285], [35.672416, 139.703353], [35.672812, 139.703520]
68	67	[35.672812, 139.703520], [35.672416, 139.703353], [35.672255, 139.703285]
68	69	[35.672812, 139.703520], [35.672923, 139.703945]
68	71	[35.672812, 139.703520], [35.672968, 139.703536], [35.673234, 139.703626], [35.673619, 139.703751], [35.673729, 139.703974]
69	65	[35.672923, 139.703945], [35.672577, 139.704106], [35.672571, 139.704109], [35.672203, 139.704269], [35.672127, 139.704282], [35.671836, 139.704335]
69	68	[35.672923, 139.703945], [35.672812, 139.703520]
69	70	[35.672923, 139.703945], [35.673112, 139.704476]
70	69	[35.673112, 139.704476], [35.672923, 139.703945]
70	71	[35.673112, 139.704476], [35.673323, 139.704353], [35.673465, 139.704230], [35.673601, 139.704095], [35.673729, 139.703974]
70	72	[35.673112, 139.704476], [35.673197, 139.704679]
71	68	[35.673729, 139.703974], [35.673619, 139.703751], [35.673234, 139.703626], [35.672968, 139.703536], [35.672812, 139.703520]
71	70	[35.673729, 139.703974], [35.673601, 139.704095], [35.673465, 139.704230], [35.673323, 139.704353], [35.673112, 139.704476]
71	76	[35.673729, 139.703974], [35.673851, 139.704209], [35.674021, 139.704271], [35.674123, 139.704309], [35.674310, 139.704370]
72	64	[35.673197, 139.704679], [35.672969, 139.704869], [35.672879, 139.704968], [35.672763, 139.705170], [35.672716, 139.705337], [35.672624, 139.705371], [35.672555, 139.705437], [35.672465, 139.705483], [35.672361, 139.705499], [35.672252, 139.705498], [35.672170, 139.705488], [35.672080, 139.705459], [35.672041, 139.705437], [35.672005, 139.705416], [35.671932, 139.705331], [35.671882, 139.705247], [35.671874, 139.705012]
72	70	[35.673197, 139.704679], [35.673112, 139.704476]
72	77	[35.673197, 139.704679], [35.673354, 139.704910], [35.673932, 139.705676]
73	66	[35.673491, 139.706333], [35.673424, 139.706442]
73	74	[35.673491, 139.706333], [35.673693, 139.706681]
73	77	[35.673491, 139.706333], [35.673705, 139.706035], [35.673848, 139.705791], [35.673932, 139.705676]
74	73	[35.673693, 139.706681], [35.673491, 139.706333]
74	75	[35.673693, 139.706681], [35.674322, 139.706243]
74	83	[35.673693, 139.706681], [35.673727, 139.706743], [35.673892, 139.707039], [35.674073, 139.707293], [35.674136, 139.707390]
75	74	[35.674322, 139.706243], [35.673693, 139.706681]
75	77	[35.674322, 139.706243], [35.674182, 139.706009], [35.673932, 139.705676]
75	78	[35.674322, 139.706243], [35.674413, 139.706199], [35.674742, 139.706121]
75	80	[35.674322, 139.706243], [35.674509, 139.706707], [35.674517, 139.706727], [35.674641, 139.707040]
76	28	[35.674310, 139.704370], [35.674737, 139.704463], [35.674817, 139.704634], [35.675000, 139.704559], [35.675039, 139.704544], [35.675134, 139.704568], [35.675147, 139.704570], [35.675284, 139.704587], [35.675301, 139.704678]
76	71	[35.674310, 139.704370], [35.674123, 139.704309], [35.674021, 139.704271], [35.673851, 139.704209], [35.673729, 139.703974]
76	79	[35.674310, 139.704370], [35.674421, 139.704647], [35.674570, 139.705029]
77	72	[35.673932, 139.705676], [35.673354, 139.704910], [35.673197, 139.704679]
77	73	[35.673932, 139.705676], [35.673848, 139.705791], [35.673705, 139.706035], [35.673491, 139.706333]
77	75	[35.673932, 139.705676], [35.674182, 139.706009], [35.674322, 139.706243]
77	79	[35.673932, 139.705676], [35.674158, 139.705355], [35.674328, 139.705207], [35.674570, 139.705029]
78	75	[35.674742, 139.706121], [35.674413, 139.706199], [35.674322, 139.706243]
78	79	[35.674742, 139.706121], [35.674570, 139.705029]
78	82	[35.674742, 139.706121], [35.674865, 139.706826], [35.674874, 139.706874]
78	84	[35.674742, 139.706121], [35.674939, 139.706079], [35.675000, 139.706062], [35.675101, 139.706035]
79	76	[35.674570, 139.705029], [35.674421, 139.704647], [35.674310, 139.704370]
79	77	[35.674570, 139.705029], [35.674328, 139.705207], [35.674158, 139.705355], [35.673932, 139.705676]
79	78	[35.674570, 139.705029], [35.674742, 139.706121]
79	81	[35.674570, 139.705029], [35.674602, 139.704995], [35.674901, 139.704797]
80	75	[35.674641, 139.707040], [35.674517, 139.706727], [35.674509, 139.706707], [35.674322, 139.706243]
80	82	[35.674641, 139.707040], [35.674826, 139.706908], [35.674874, 139.706874]
80	83	[35.674641, 139.707040], [35.674470, 139.707158], [35.674439, 139.707180], [35.674136, 139.707390]
80	210	[35.674641, 139.707040], [35.674698, 139.707377], [35.674747, 139.707642], [35.674864, 139.708256], [35.674877, 139.708333], [35.674898, 139.708460]
81	28	[35.674901, 139.704797], [35.674944, 139.704775], [35.675000, 139.704760], [35.675143, 139.704720], [35.675147, 139.704719], [35.675301, 139.704678]
