23	29	[35.008581, 135.755154], [35.008585, 135.755854]
23	37	[35.008581, 135.755154], [35.009819, 135.755152]
24	8	[35.008589, 135.756620], [35.008333, 135.756620]
24	22	[35.008589, 135.756620], [35.008583, 135.757197]
24	29	[35.008589, 135.756620], [35.008585, 135.755854]
24	38	[35.008589, 135.756620], [35.009800, 135.756616], [35.009836, 135.756610]
25	10	[35.008560, 135.753621], [35.008333, 135.753629]
25	26	[35.008560, 135.753621], [35.008561, 135.753015]
25	47	[35.008560, 135.753621], [35.009781, 135.753623]
25	48	[35.008560, 135.753621], [35.008584, 135.754246]
26	11	[35.008561, 135.753015], [35.008333, 135.753019]
26	25	[35.008561, 135.753015], [35.008560, 135.753621]
26	58	[35.008561, 135.753015], [35.008561, 135.752563]
27	28	[35.012002, 135.758022], [35.011053, 135.757998], [35.010801, 135.758023]
28	27	[35.010801, 135.758023], [35.011053, 135.757998], [35.012002, 135.758022]
28	31	[35.010801, 135.758023], [35.010600, 135.758033], [35.009826, 135.758032]
28	35	[35.010801, 135.758023], [35.010805, 135.757241]
28	60	[35.010801, 135.758023], [35.010801, 135.758057]
29	23	[35.008585, 135.755854], [35.008581, 135.755154]
29	24	[35.008585, 135.755854], [35.008589, 135.756620]
29	30	[35.008585, 135.755854], [35.009837, 135.755839]
30	29	[35.009837, 135.755839], [35.008585, 135.755854]
30	37	[35.009837, 135.755839], [35.009819, 135.755152]
30	38	[35.009837, 135.755839], [35.009836, 135.756610]
30	45	[35.009837, 135.755839], [35.010608, 135.755848], [35.010808, 135.755865]
31	28	[35.009826, 135.758032], [35.010600, 135.758033], [35.010801, 135.758023]
31	32	[35.009826, 135.758032], [35.008623, 135.758045], [35.008609, 135.758057]
31	34	[35.009826, 135.758032], [35.009831, 135.757248]
31	43	[35.009826, 135.758032], [35.009826, 135.758057]
32	31	[35.008609, 135.758057], [35.008623, 135.758045], [35.009826, 135.758032]
32	210	[35.008609, 135.758057], [35.008584, 135.758078]
33	22	[35.008582, 135.757276], [35.008583, 135.757197]
33	34	[35.008582, 135.757276], [35.009831, 135.757248]
33	44	[35.008582, 135.757276], [35.008584, 135.758057]
34	31	[35.009831, 135.757248], [35.009826, 135.758032]
34	33	[35.009831, 135.757248], [35.008582, 135.757276]
34	35	[35.009831, 135.757248], [35.010805, 135.757241]
34	38	[35.009831, 135.757248], [35.009836, 135.756610]
35	28	[35.010805, 135.757241], [35.010801, 135.758023]
35	34	[35.010805, 135.757241], [35.009831, 135.757248]
35	36	[35.010805, 135.757241], [35.011052, 135.757254], [35.012002, 135.757261]
35	39	[35.010805, 135.757241], [35.010797, 135.756591]
36	35	[35.012002, 135.757261], [35.011052, 135.757254], [35.010805, 135.757241]
37	23	[35.009819, 135.755152], [35.008581, 135.755154]
37	30	[35.009819, 135.755152], [35.009837, 135.755839]
37	49	[35.009819, 135.755152], [35.009781, 135.754881], [35.009771, 135.754233]
37	53	[35.009819, 135.755152], [35.010876, 135.755142]
38	24	[35.009836, 135.756610], [35.009800, 135.756616], [35.008589, 135.756620]
38	30	[35.009836, 135.756610], [35.009837, 135.755839]
38	34	[35.009836, 135.756610], [35.009831, 135.757248]
38	39	[35.009836, 135.756610], [35.009873, 135.756595], [35.010797, 135.756591]
39	35	[35.010797, 135.756591], [35.010805, 135.757241]
39	38	[35.010797, 135.756591], [35.009873, 135.756595], [35.009836, 135.756610]
39	40	[35.010797, 135.756591], [35.012002, 135.756593]
39	45	[35.010797, 135.756591], [35.010808, 135.755865]
40	39	[35.012002, 135.756593], [35.010797, 135.756591]
41	42	[35.009777, 135.752563], [35.009778, 135.752584]
42	41	[35.009778, 135.752584], [35.009777, 135.752563]
42	51	[35.009778, 135.752584], [35.009778, 135.752692]
42	55	[35.009778, 135.752584], [35.010987, 135.752627]
43	31	[35.009826, 135.758057], [35.009826, 135.758032]
43	211	[35.009826, 135.758057], [35.009828, 135.758333]
44	33	[35.008584, 135.758057], [35.008582, 135.757276]
44	210	[35.008584, 135.758057], [35.008584, 135.758078]
45	30	[35.010808, 135.755865], [35.010608, 135.755848], [35.009837, 135.755839]
45	39	[35.010808, 135.755865], [35.010797, 135.756591]
45	46	[35.010808, 135.755865], [35.012002, 135.755865]
45	53	[35.010808, 135.755865], [35.010876, 135.755142]
46	45	[35.012002, 135.755865], [35.010808, 135.755865]
47	25	[35.009781, 135.753623], [35.008560, 135.753621]
47	49	[35.009781, 135.753623], [35.009771, 135.754233]
47	50	[35.009781, 135.753623], [35.010768, 135.753535], [35.010990, 135.753493]
47	51	[35.009781, 135.753623], [35.009778, 135.752692]
48	21	[35.008584, 135.754246], [35.008581, 135.754376]
48	25	[35.008584, 135.754246], [35.008560, 135.753621]
48	49	[35.008584, 135.754246], [35.009771, 135.754233]
49	37	[35.009771, 135.754233], [35.009781, 135.754881], [35.009819, 135.755152]
49	47	[35.009771, 135.754233], [35.009781, 135.753623]
49	48	[35.009771, 135.754233], [35.008584, 135.754246]
49	52	[35.009771, 135.754233], [35.010754, 135.754242], [35.010986, 135.754228]
50	47	[35.010990, 135.753493], [35.010768, 135.753535], [35.009781, 135.753623]
50	52	[35.010990, 135.753493], [35.010986, 135.754228]
50	55	[35.010990, 135.753493], [35.010987, 135.752627]
50	56	[35.010990, 135.753493], [35.011220, 135.753450], [35.012002, 135.753432]
51	42	[35.009778, 135.752692], [35.009778, 135.752584]
51	47	[35.009778, 135.752692], [35.009781, 135.753623]
51	59	[35.009778, 135.752692], [35.008952, 135.752687], [35.008954, 135.752563]
52	49	[35.010986, 135.754228], [35.010754, 135.754242], [35.009771, 135.754233]
52	50	[35.010986, 135.754228], [35.010990, 135.753493]
52	53	[35.010986, 135.754228], [35.010876, 135.755142]
52	57	[35.010986, 135.754228], [35.011214, 135.754190], [35.012002, 135.754193]
53	37	[35.010876, 135.755142], [35.009819, 135.755152]
53	45	[35.010876, 135.755142], [35.010808, 135.755865]
53	52	[35.010876, 135.755142], [35.010986, 135.754228]
53	54	[35.010876, 135.755142], [35.011099, 135.755150], [35.012002, 135.755137]
54	53	[35.012002, 135.755137], [35.011099, 135.755150], [35.010876, 135.755142]
55	42	[35.010987, 135.752627], [35.009778, 135.752584]
55	50	[35.010987, 135.752627], [35.010990, 135.753493]
55	61	[35.010987, 135.752627], [35.010983, 135.752563]
56	50	[35.012002, 135.753432], [35.011220, 135.753450], [35.010990, 135.753493]
57	52	[35.012002, 135.754193], [35.011214, 135.754190], [35.010986, 135.754228]
58	26	[35.008561, 135.752563], [35.008561, 135.753015]
59	51	[35.008954, 135.752563], [35.008952, 135.752687], [35.009778, 135.752692]
60	28	[35.010801, 135.758057], [35.010801, 135.758023]
60	213	[35.010801, 135.758057], [35.010801, 135.758333]
61	55	[35.010983, 135.752563], [35.010987, 135.752627]
62	63	[35.007345, 135.752694], [35.006145, 135.752688]
62	99	[35.007345, 135.752694], [35.007344, 135.752581]
62	100	[35.007345, 135.752694], [35.007345, 135.752824]
63	62	[35.006145, 135.752688], [35.007345, 135.752694]
63	82	[35.006145, 135.752688], [35.006147, 135.753652]
63	96	[35.006145, 135.752688], [35.006143, 135.752563]
64	65	[35.004961, 135.752937], [35.004900, 135.752957], [35.003910, 135.752921], [35.003665, 135.752915]
64	81	[35.004961, 135.752937], [35.004953, 135.753638]
64	95	[35.004961, 135.752937], [35.004956, 135.752563]
65	64	[35.003665, 135.752915], [35.003910, 135.752921], [35.004900, 135.752957], [35.004961, 135.752937]
65	80	[35.003665, 135.752915], [35.003674, 135.753630]
65	93	[35.003665, 135.752915], [35.003662, 135.752811]
66	67	[35.003702, 135.755919], [35.003809, 135.755920], [35.004925, 135.755911], [35.004951, 135.755910]
66	72	[35.003702, 135.755919], [35.003681, 135.755113]
66	114	[35.003702, 135.755919], [35.003702, 135.755985]
67	66	[35.004951, 135.755910], [35.004925, 135.755911], [35.003809, 135.755920], [35.003702, 135.755919]
67	76	[35.004951, 135.755910], [35.004963, 135.756642]
67	83	[35.004951, 135.755910], [35.004949, 135.755727]
68	1	[35.007347, 135.754416], [35.007503, 135.754410]
68	71	[35.007347, 135.754416], [35.006150, 135.754423]
68	75	[35.007347, 135.754416], [35.007349, 135.755161]
68	97	[35.007347, 135.754416], [35.007346, 135.754073], [35.007348, 135.753666]
69	3	[35.007336, 135.757229], [35.007503, 135.757224]
69	79	[35.007336, 135.757229], [35.007336, 135.756636]
69	87	[35.007336, 135.757229], [35.007340, 135.757525]
70	71	[35.004943, 135.754426], [35.006111, 135.754432], [35.006150, 135.754423]
70	73	[35.004943, 135.754426], [35.004942, 135.755095]
70	81	[35.004943, 135.754426], [35.004953, 135.753638]
71	68	[35.006150, 135.754423], [35.007347, 135.754416]
71	70	[35.006150, 135.754423], [35.006111, 135.754432], [35.004943, 135.754426]
71	74	[35.006150, 135.754423], [35.006142, 135.755117]
71	82	[35.006150, 135.754423], [35.006152, 135.753977], [35.006147, 135.753652]
72	66	[35.003681, 135.755113], [35.003702, 135.755919]
72	73	[35.003681, 135.755113], [35.003993, 135.755111], [35.004942, 135.755095]
72	80	[35.003681, 135.755113], [35.003674, 135.753630]
72	118	[35.003681, 135.755113], [35.003543, 135.755168], [35.003003, 135.755174]
73	70	[35.004942, 135.755095], [35.004943, 135.754426]
73	72	[35.004942, 135.755095], [35.003993, 135.755111], [35.003681, 135.755113]
73	74	[35.004942, 135.755095], [35.005269, 135.755103], [35.006142, 135.755117]
73	83	[35.004942, 135.755095], [35.004949, 135.755727]
74	71	[35.006142, 135.755117], [35.006150, 135.754423]
74	73	[35.006142, 135.755117], [35.005269, 135.755103], [35.004942, 135.755095]
74	75	[35.006142, 135.755117], [35.006175, 135.755170], [35.007349, 135.755161]
74	85	[35.006142, 135.755117], [35.006144, 135.755803]
75	5	[35.007349, 135.755161], [35.007503, 135.755157]
75	68	[35.007349, 135.755161], [35.007347, 135.754416]
75	74	[35.007349, 135.755161], [35.006175, 135.755170], [35.006142, 135.755117]
75	79	[35.007349, 135.755161], [35.007336, 135.756636]
76	67	[35.004963, 135.756642], [35.004951, 135.755910]
76	77	[35.004963, 135.756642], [35.005277, 135.756644]
76	84	[35.004963, 135.756642], [35.004956, 135.757686]
76	94	[35.004963, 135.756642], [35.004897, 135.756639], [35.004371, 135.756651]
77	76	[35.005277, 135.756644], [35.004963, 135.756642]
77	78	[35.005277, 135.756644], [35.006164, 135.756650]
77	103	[35.005277, 135.756644], [35.005271, 135.757014]
78	77	[35.006164, 135.756650], [35.005277, 135.756644]
78	79	[35.006164, 135.756650], [35.007336, 135.756636]
78	85	[35.006164, 135.756650], [35.006147, 135.756602], [35.006144, 135.755803]
78	86	[35.006164, 135.756650], [35.006171, 135.758057]
79	7	[35.007336, 135.756636], [35.007503, 135.756633]
79	69	[35.007336, 135.756636], [35.007336, 135.757229]
79	75	[35.007336, 135.756636], [35.007349, 135.755161]
79	78	[35.007336, 135.756636], [35.006164, 135.756650]
80	65	[35.003674, 135.753630], [35.003665, 135.752915]
80	72	[35.003674, 135.753630], [35.003681, 135.755113]
80	81	[35.003674, 135.753630], [35.003821, 135.753631], [35.004045, 135.753637], [35.004462, 135.753646], [35.004915, 135.753640], [35.004953, 135.753638]
80	88	[35.003674, 135.753630], [35.003558, 135.753625], [35.003200, 135.753631]
81	64	[35.004953, 135.753638], [35.004961, 135.752937]
81	70	[35.004953, 135.753638], [35.004943, 135.754426]
81	80	[35.004953, 135.753638], [35.004915, 135.753640], [35.004462, 135.753646], [35.004045, 135.753637], [35.003821, 135.753631], [35.003674, 135.753630]
81	82	[35.004953, 135.753638], [35.006120, 135.753642], [35.006147, 135.753652]
82	63	[35.006147, 135.753652], [35.006145, 135.752688]
82	71	[35.006147, 135.753652], [35.006152, 135.753977], [35.006150, 135.754423]
82	81	[35.006147, 135.753652], [35.006120, 135.753642], [35.004953, 135.753638]
82	97	[35.006147, 135.753652], [35.006177, 135.753669], [35.007348, 135.753666]
83	67	[35.004949, 135.755727], [35.004951, 135.755910]
83	73	[35.004949, 135.755727], [35.004942, 135.755095]
83	104	[35.004949, 135.755727], [35.005447, 135.755722]
84	76	[35.004956, 135.757686], [35.004963, 135.756642]
84	107	[35.004956, 135.757686], [35.004353, 135.757642]
84	108	[35.004956, 135.757686], [35.004954, 135.758057]
85	74	[35.006144, 135.755803], [35.006142, 135.755117]
85	78	[35.006144, 135.755803], [35.006147, 135.756602], [35.006164, 135.756650]
85	105	[35.006144, 135.755803], [35.005855, 135.755794]
86	78	[35.006171, 135.758057], [35.006164, 135.756650]
86	261	[35.006171, 135.758057], [35.006171, 135.758086]
87	19	[35.007340, 135.757525], [35.007503, 135.757525]
87	69	[35.007340, 135.757525], [35.007336, 135.757229]
87	102	[35.007340, 135.757525], [35.007347, 135.758057]
88	80	[35.003200, 135.753631], [35.003558, 135.753625], [35.003674, 135.753630]
88	89	[35.003200, 135.753631], [35.003003, 135.753632]
89	88	[35.003003, 135.753632], [35.003200, 135.753631]
89	158	[35.003003, 135.753632], [35.002968, 135.753633]
90	91	[35.003703, 135.756669], [35.003226, 135.756663], [35.003003, 135.756663]
90	94	[35.003703, 135.756669], [35.003806, 135.756657], [35.004131, 135.756657], [35.004371, 135.756651]
90	110	[35.003703, 135.756669], [35.003700, 135.757139]
90	114	[35.003703, 135.756669], [35.003702, 135.755985]
91	90	[35.003003, 135.756663], [35.003226, 135.756663], [35.003703, 135.756669]
91	159	[35.003003, 135.756663], [35.002480, 135.756664]
92	93	[35.003003, 135.752784], [35.003225, 135.752789], [35.003662, 135.752811]
92	185	[35.003003, 135.752784], [35.002491, 135.752772]
93	65	[35.003662, 135.752811], [35.003665, 135.752915]
93	92	[35.003662, 135.752811], [35.003225, 135.752789], [35.003003, 135.752784]
93	117	[35.003662, 135.752811], [35.003660, 135.752563]
94	76	[35.004371, 135.756651], [35.004897, 135.756639], [35.004963, 135.756642]
94	90	[35.004371, 135.756651], [35.004131, 135.756657], [35.003806, 135.756657], [35.003703, 135.756669]
94	107	[35.004371, 135.756651], [35.004369, 135.757082], [35.004353, 135.757642]
95	64	[35.004956, 135.752563], [35.004961, 135.752937]
96	63	[35.006143, 135.752563], [35.006145, 135.752688]
97	9	[35.007348, 135.753666], [35.007503, 135.753660]
97	68	[35.007348, 135.753666], [35.007346, 135.754073], [35.007347, 135.754416]
97	82	[35.007348, 135.753666], [35.006177, 135.753669], [35.006147, 135.753652]
97	101	[35.007348, 135.753666], [35.007346, 135.753035]
98	99	[35.007344, 135.752563], [35.007344, 135.752581]
99	17	[35.007344, 135.752581], [35.007503, 135.752581]
99	62	[35.007344, 135.752581], [35.007345, 135.752694]
99	98	[35.007344, 135.752581], [35.007344, 135.752563]
100	15	[35.007345, 135.752824], [35.007503, 135.752824]
100	62	[35.007345, 135.752824], [35.007345, 135.752694]
100	101	[35.007345, 135.752824], [35.007346, 135.753035]
101	14	[35.007346, 135.753035], [35.007503, 135.753032]
101	97	[35.007346, 135.753035], [35.007348, 135.753666]
101	100	[35.007346, 135.753035], [35.007345, 135.752824]
102	87	[35.007347, 135.758057], [35.007340, 135.757525]
102	260	[35.007347, 135.758057], [35.007347, 135.758081]
103	77	[35.005271, 135.757014], [35.005277, 135.756644]
104	83	[35.005447, 135.755722], [35.004949, 135.755727]
105	85	[35.005855, 135.755794], [35.006144, 135.755803]
105	106	[35.005855, 135.755794], [35.005849, 135.755957]
106	105	[35.005849, 135.755957], [35.005855, 135.755794]
107	84	[35.004353, 135.757642], [35.004956, 135.757686]
107	94	[35.004353, 135.757642], [35.004369, 135.757082], [35.004371, 135.756651]
107	109	[35.004353, 135.757642], [35.003696, 135.757612]
108	84	[35.004954, 135.758057], [35.004956, 135.757686]
108	258	[35.004954, 135.758057], [35.004953, 135.758095]
109	107	[35.003696, 135.757612], [35.004353, 135.757642]
109	110	[35.003696, 135.757612], [35.003700, 135.757139]
109	116	[35.003696, 135.757612], [35.003693, 135.758057]
110	90	[35.003700, 135.757139], [35.003703, 135.756669]
110	109	[35.003700, 135.757139], [35.003696, 135.757612]
110	111	[35.003700, 135.757139], [35.004032, 135.757139]
111	110	[35.004032, 135.757139], [35.003700, 135.757139]
111	112	[35.004032, 135.757139], [35.004030, 135.757049]
111	113	[35.004032, 135.757139], [35.004032, 135.757238]
112	111	[35.004030, 135.757049], [35.004032, 135.757139]
113	111	[35.004032, 135.757238], [35.004032, 135.757139]
114	66	[35.003702, 135.755985], [35.003702, 135.755919]
114	90	[35.003702, 135.755985], [35.003703, 135.756669]
114	115	[35.003702, 135.755985], [35.003519, 135.755967], [35.003186, 135.755941], [35.003003, 135.755929]
115	114	[35.003003, 135.755929], [35.003186, 135.755941], [35.003519, 135.755967], [35.003702, 135.755985]
115	178	[35.003003, 135.755929], [35.002982, 135.755927], [35.002982, 135.755654], [35.002478, 135.755643]
116	109	[35.003693, 135.758057], [35.003696, 135.757612]
116	262	[35.003693, 135.758057], [35.003692, 135.758135]
117	93	[35.003660, 135.752563], [35.003662, 135.752811]
118	72	[35.003003, 135.755174], [35.003543, 135.755168], [35.003681, 135.755113]
118	164	[35.003003, 135.755174], [35.002476, 135.755180]
119	120	[34.998880, 135.755984], [34.998988, 135.755987], [34.999437, 135.755984], [35.000000, 135.755962]
119	123	[34.998880, 135.755984], [34.998504, 135.755981]
119	124	[34.998880, 135.755984], [34.998878, 135.756676]
119	126	[34.998880, 135.755984], [34.998870, 135.755196]
120	119	[35.000000, 135.755962], [34.999437, 135.755984], [34.998988, 135.755987], [34.998880, 135.755984]
120	157	[35.000000, 135.755962], [35.000130, 135.755954]
121	122	[34.998504, 135.757425], [34.998878, 135.757428]
122	121	[34.998878, 135.757428], [34.998504, 135.757425]
122	124	[34.998878, 135.757428], [34.998878, 135.756676]
122	134	[34.998878, 135.757428], [34.998875, 135.757941], [34.998875, 135.758057]
123	119	[34.998504, 135.755981], [34.998880, 135.755984]
124	119	[34.998878, 135.756676], [34.998880, 135.755984]
124	122	[34.998878, 135.756676], [34.998878, 135.757428]
124	125	[34.998878, 135.756676], [34.998821, 135.756694], [34.998504, 135.756695]
124	136	[34.998878, 135.756676], [35.000000, 135.756679]
125	124	[34.998504, 135.756695], [34.998821, 135.756694], [34.998878, 135.756676]
126	119	[34.998870, 135.755196], [34.998880, 135.755984]
126	127	[34.998870, 135.755196], [34.998811, 135.755199], [34.998504, 135.755208]
126	128	[34.998870, 135.755196], [34.998870, 135.754372]
126	148	[34.998870, 135.755196], [34.999198, 135.755199]
127	126	[34.998504, 135.755208], [34.998811, 135.755199], [34.998870, 135.755196]
128	126	[34.998870, 135.754372], [34.998870, 135.755196]
128	129	[34.998870, 135.754372], [34.998833, 135.754384], [34.998504, 135.754384]
128	130	[34.998870, 135.754372], [34.998863, 135.753746], [34.998873, 135.753699]
128	140	[34.998870, 135.754372], [34.999660, 135.754422]
129	128	[34.998504, 135.754384], [34.998833, 135.754384], [34.998870, 135.754372]
130	128	[34.998873, 135.753699], [34.998863, 135.753746], [34.998870, 135.754372]
130	131	[34.998873, 135.753699], [34.998821, 135.753683], [34.998504, 135.753689]
130	133	[34.998873, 135.753699], [34.998860, 135.753154]
130	142	[34.998873, 135.753699], [34.998929, 135.753704], [34.999490, 135.753688]
131	130	[34.998504, 135.753689], [34.998821, 135.753683], [34.998873, 135.753699]
132	133	[34.998858, 135.752738], [34.998851, 135.752773], [34.998860, 135.753154]
132	135	[34.998858, 135.752738], [34.998504, 135.752741]
132	143	[34.998858, 135.752738], [34.999380, 135.752732], [35.000000, 135.752749]
132	150	[34.998858, 135.752738], [34.998848, 135.752689], [34.998846, 135.752563]
133	130	[34.998860, 135.753154], [34.998873, 135.753699]
133	132	[34.998860, 135.753154], [34.998851, 135.752773], [34.998858, 135.752738]
133	149	[34.998860, 135.753154], [34.998901, 135.753147], [34.999254, 135.753138]
134	122	[34.998875, 135.758057], [34.998875, 135.757941], [34.998878, 135.757428]
134	306	[34.998875, 135.758057], [34.998875, 135.758160]
135	132	[34.998504, 135.752741], [34.998858, 135.752738]
136	124	[35.000000, 135.756679], [34.998878, 135.756676]
136	163	[35.000000, 135.756679], [35.000148, 135.756683]
137	138	[35.000000, 135.755189], [34.999660, 135.755193]
137	168	[35.000000, 135.755189], [35.000135, 135.755186]
138	137	[34.999660, 135.755193], [35.000000, 135.755189]
138	140	[34.999660, 135.755193], [34.999653, 135.755133], [34.999657, 135.754458], [34.999660, 135.754422]
138	147	[34.999660, 135.755193], [34.999443, 135.755196]
139	140	[35.000000, 135.754444], [34.999660, 135.754422]
139	170	[35.000000, 135.754444], [35.000137, 135.754454]
140	128	[34.999660, 135.754422], [34.998870, 135.754372]
140	138	[34.999660, 135.754422], [34.999657, 135.754458], [34.999653, 135.755133], [34.999660, 135.755193]
140	139	[34.999660, 135.754422], [35.000000, 135.754444]
141	142	[35.000000, 135.753673], [34.999490, 135.753688]
141	174	[35.000000, 135.753673], [35.000147, 135.753669]
142	130	[34.999490, 135.753688], [34.998929, 135.753704], [34.998873, 135.753699]
142	141	[34.999490, 135.753688], [35.000000, 135.753673]
142	151	[34.999490, 135.753688], [34.999489, 135.753723], [34.999489, 135.754116]
143	132	[35.000000, 135.752749], [34.999380, 135.752732], [34.998858, 135.752738]
143	176	[35.000000, 135.752749], [35.000137, 135.752751]
144	145	[35.000000, 135.753253], [34.999903, 135.753248], [34.999903, 135.753098]
144	204	[35.000000, 135.753253], [35.000142, 135.753258]
145	144	[34.999903, 135.753098], [34.999903, 135.753248], [35.000000, 135.753253]
145	146	[34.999903, 135.753098], [35.000000, 135.753107]
145	152	[34.999903, 135.753098], [34.999907, 135.753006]
146	145	[35.000000, 135.753107], [34.999903, 135.753098]
146	180	[35.000000, 135.753107], [35.000141, 135.753104]
147	138	[34.999443, 135.755196], [34.999660, 135.755193]
147	148	[34.999443, 135.755196], [34.999198, 135.755199]
148	126	[34.999198, 135.755199], [34.998870, 135.755196]
148	147	[34.999198, 135.755199], [34.999443, 135.755196]
149	133	[34.999254, 135.753138], [34.998901, 135.753147], [34.998860, 135.753154]
150	132	[34.998846, 135.752563], [34.998848, 135.752689], [34.998858, 135.752738]
151	142	[34.999489, 135.754116], [34.999489, 135.753723], [34.999490, 135.753688]
152	145	[34.999907, 135.753006], [34.999903, 135.753098]
153	154	[34.998764, 135.754978], [34.998666, 135.754983]
154	153	[34.998666, 135.754983], [34.998764, 135.754978]
154	155	[34.998666, 135.754983], [34.998585, 135.754987]
154	156	[34.998666, 135.754983], [34.998668, 135.755090]
155	154	[34.998585, 135.754987], [34.998666, 135.754983]
156	154	[34.998668, 135.755090], [34.998666, 135.754983]
157	120	[35.000130, 135.755954], [35.000000, 135.755962]
157	163	[35.000130, 135.755954], [35.000148, 135.756683]
157	168	[35.000130, 135.755954], [35.000135, 135.755186]
157	198	[35.000130, 135.755954], [35.000397, 135.755950], [35.000635, 135.755832], [35.000693, 135.755833]
158	89	[35.002968, 135.753633], [35.003003, 135.753632]
158	171	[35.002968, 135.753633], [35.002516, 135.753635], [35.002478, 135.753647]
158	189	[35.002968, 135.753633], [35.002967, 135.753837], [35.002999, 135.753840], [35.003001, 135.754198]
159	91	[35.002480, 135.756664], [35.003003, 135.756663]
159	160	[35.002480, 135.756664], [35.002115, 135.756667]
159	179	[35.002480, 135.756664], [35.002488, 135.756827], [35.002496, 135.756863], [35.002487, 135.757901], [35.002500, 135.758057]
159	205	[35.002480, 135.756664], [35.002478, 135.755749]
160	159	[35.002115, 135.756667], [35.002480, 135.756664]
160	161	[35.002115, 135.756667], [35.001311, 135.756673]
160	207	[35.002115, 135.756667], [35.002120, 135.756264]
161	160	[35.001311, 135.756673], [35.002115, 135.756667]
161	162	[35.001311, 135.756673], [35.001030, 135.756675]
161	184	[35.001311, 135.756673], [35.001314, 135.757302]
161	195	[35.001311, 135.756673], [35.001301, 135.756627], [35.001301, 135.755963]
162	161	[35.001030, 135.756675], [35.001311, 135.756673]
162	163	[35.001030, 135.756675], [35.000148, 135.756683]
162	197	[35.001030, 135.756675], [35.001024, 135.756270]
163	136	[35.000148, 135.756683], [35.000000, 135.756679]
163	157	[35.000148, 135.756683], [35.000130, 135.755954]
163	162	[35.000148, 135.756683], [35.001030, 135.756675]
163	182	[35.000148, 135.756683], [35.000145, 135.758057]
164	118	[35.002476, 135.755180], [35.003003, 135.755174]
164	165	[35.002476, 135.755180], [35.001979, 135.755184]
164	177	[35.002476, 135.755180], [35.002477, 135.754510]
164	178	[35.002476, 135.755180], [35.002478, 135.755643]
165	164	[35.001979, 135.755184], [35.002476, 135.755180]
165	166	[35.001979, 135.755184], [35.001286, 135.755189]
165	193	[35.001979, 135.755184], [35.001980, 135.754279]
166	165	[35.001286, 135.755189], [35.001979, 135.755184]
166	167	[35.001286, 135.755189], [35.000689, 135.755187]
