10000 6
57	446	1.1284325926670016	380	6	6 1 0
58	4006	1.0152171635948528	489	3	3 1 0
59	1678	0.9789181050330993	598	4	4 1 0
60	712	1.5399803309309439	150	1	1 1 0
61	5393	1.2782061051932434	150	5	5 1 0
62	965	1.0878906994203439	150	2	2 1 0
63	5077	1.0728746147176027	150	3	3 1 0
64	1884	1.1971735320592287	150	5	5 1 0
65	4365	1.3155648119737164	150	1	1 1 0
66	3952	1.3377515101034265	150	6	6 1 0
67	811	1.4417887202310455	319	1	1 1 0
68	4368	1.3212616767683687	462	6	6 1 0
69	5402	1.2410105709769195	462	4	4 1 0
70	664	0.9839309960571191	459	2	2 1 0
71	4923	1.073785561759283	319	2	2 1 0
72	1550	1.4000222999185308	506	3	3 1 0
73	433	1.4031928407449068	329	4	4 1 0
74	3075	1.0018568539032904	459	4	4 1 0
75	20	1.0958013700837141	150	3	3 1 0
76	2802	1.2692156514165276	58	2	2 1 0
77	199	1.1891067618486861	150	1	1 1 0
78	1535	1.266283228081283	383	6	6 1 0
79	3800	1.4884675046650415	341	6	6 1 0
80	5139	1.2681604103630626	459	5	5 1 0
81	1674	1.4391743273647282	489	5	5 1 0
82	3802	1.1768765766052973	150	5	5 1 0
83	3760	1.4702086937824328	150	4	4 1 0
84	3675	1.3342971569366562	150	4	4 1 0
85	3350	1.3548306130798764	150	3	3 1 0
86	548	1.0713741593057509	150	4	4 1 0
87	1861	1.412410479168717	459	6	6 1 0
88	4000	0.913848333635456	150	4	4 1 0
89	4078	0.9113967342819103	150	6	6 1 0
90	2434	1.273797027968295	50	2	2 1 0
91	329	0.8604537887588666	380	6	6 1 0
92	1439	1.3538421384060786	489	3	3 1 0
93	2368	1.4909561103796338	150	6	6 1 0
94	5139	1.1841064463788278	458	5	5 1 0
95	5825	0.987424464686719	459	6	6 1 0
96	5148	1.2757044707381355	150	1	1 1 0
97	1910	0.9520361545116779	150	3	3 1 0
98	1774	1.4811103802944003	150	6	6 1 0
99	3876	0.9364203574328767	150	5	5 1 0
100	2676	1.0698735329424258	380	6	6 1 0
101	1621	1.117258956316739	501	6	6 1 0
102	4362	1.4519464256571109	150	6	6 1 0
103	1025	1.2502102468062042	150	2	2 1 0
104	4225	0.9902090496147049	489	5	5 1 0
105	66	1.1367332487446726	383	1	1 1 0
106	3077	1.1425373181639993	150	5	5 1 0
107	2474	1.415783262279532	501	2	2 1 0
108	1723	1.3974877935278598	150	1	1 1 0
109	3587	1.2676873150199504	329	2	2 1 0
110	682	1.1797597005469571	150	3	3 1 0
111	1327	1.3238314104804643	459	2	2 1 0
112	4415	1.2321839723885788	489	6	6 1 0
113	1436	1.212923293788752	380	3	3 1 0
114	4379	1.3070836575719753	150	1	1 1 0
115	3577	1.4118316331290242	150	1	1 1 0
116	4041	1.5192983900441845	150	5	5 1 0
117	1190	1.1112798926456897	462	5	5 1 0
118	60	0.9834576444368286	150	3	3 1 0
119	5272	1.3390279727015242	150	3	3 1 0
120	1197	1.253270235429204	150	1	1 1 0
121	70	1.2446173315732176	458	1	1 1 0
122	5834	1.3654850224876702	319	4	4 1 0
123	1687	1.3818592377306824	58	1	1 1 0
124	3426	1.019069953497303	50	6	6 1 0
125	157	1.6552841231744855	383	6	6 1 0
126	209	1.4474293356368964	459	2	2 1 0
127	2322	0.8956334589178467	598	3	3 1 0
128	4589	1.0215298177426357	458	2	2 1 0
129	1548	1.311917878210612	150	6	6 1 0
130	4355	1.403300672569434	383	6	6 1 0
131	528	1.2058227127678445	458	2	2 1 0
132	1040	1.3864934073935486	150	4	4 1 0
133	3669	1.4428761795108722	150	2	2 1 0
134	3760	1.3825544935046443	319	4	4 1 0
135	2067	1.120179044809034	458	5	5 1 0
136	6203	1.2472045203890838	329	6	6 1 0
137	2534	1.0689309220007879	489	6	6 1 0
138	1287	1.2545277313950915	506	1	1 1 0
139	931	1.0988837885700975	50	4	4 1 0
140	4753	0.9928404620154148	150	3	3 1 0
141	4806	1.317807283091257	150	3	3 1 0
142	3261	1.0874707846308138	459	6	6 1 0
143	1116	1.14143938865491	150	1	1 1 0
144	3809	1.1145328900288174	329	1	1 1 0
145	5105	1.286893323755413	150	6	6 1 0
146	1782	0.9267066433542868	150	6	6 1 0
147	3925	1.2551948461298437	598	3	3 1 0
148	325	1.213539452125226	150	1	1 1 0
149	2806	1.2851323402158406	459	6	6 1 0
150	3212	1.2354828445814037	459	2	2 1 0
151	3830	1.331151727647571	150	6	6 1 0
152	5541	1.2013770908459271	150	2	2 1 0
153	882	1.2459322303987312	459	3	3 1 0
154	1588	1.0104965355953572	462	1	1 1 0
155	4153	1.3423979416785619	489	2	2 1 0
156	1804	1.3615160507898498	150	3	3 1 0
157	3963	1.7940804733212135	150	6	6 1 0
158	2726	1.261871476258847	459	6	6 1 0
159	4351	0.9336966645914779	50	2	2 1 0
160	558	1.386654887734005	489	1	1 1 0
161	748	1.123765414238015	50	1	1 1 0
162	3331	1.2782871938801377	458	4	4 1 0
163	2591	1.3566932549351056	380	3	3 1 0
164	2707	1.1591057936864397	462	3	3 1 0
165	2139	1.5403069168662262	329	6	6 1 0
166	3445	0.9770098211777579	150	2	2 1 0
167	1553	1.2532317052367545	50	2	2 1 0
168	1100	1.273780389699502	380	3	3 1 0
169	1098	1.2340992886956972	50	5	5 1 0
170	1359	0.9477436073209125	150	2	2 1 0
171	1429	1.1094364965730832	150	6	6 1 0
172	797	1.1320276300040617	458	2	2 1 0
173	1797	1.0344416309292965	50	6	6 1 0
174	4084	1.1746652905662647	462	3	3 1 0
175	2174	0.9846256446715332	150	2	2 1 0
176	4485	1.1417883950013714	150	2	2 1 0
177	4614	1.501738753490958	489	1	1 1 0
178	343	1.155756565408454	329	3	3 1 0
179	658	1.5780217148899798	150	6	6 1 0
180	4505	1.272852562967832	150	5	5 1 0
181	1722	0.949516672226273	58	6	6 1 0
182	3093	1.3459731307839682	380	4	4 1 0
183	4445	1.0930801701338493	462	5	5 1 0
184	1358	1.021525741143329	319	1	1 1 0
185	957	1.1803887423248816	506	1	1 1 0
186	3905	0.960941124651405	150	5	5 1 0
187	1277	0.8393068297686379	458	6	6 1 0
188	1145	1.3279864632495073	489	5	5 1 0
189	788	1.1518016735633778	150	2	2 1 0
190	3276	1.1636424241803272	58	2	2 1 0
191	1027	0.8386538965375984	458	1	1 1 0
192	1324	0.9697545930761793	150	2	2 1 0
193	763	1.3894042227048502	150	1	1 1 0
194	1047	1.2463271970261325	458	2	2 1 0
195	2826	1.3247087294703457	150	2	2 1 0
196	6063	0.9500046402506491	458	3	3 1 0
197	484	1.1378788239248678	462	2	2 1 0
198	3371	1.0082438603402424	462	5	5 1 0
199	3754	0.97919203764538	150	4	4 1 0
200	3853	1.3137728957317016	458	2	2 1 0
201	3650	1.087443927035302	58	4	4 1 0
202	3782	1.6303324549327955	150	1	1 1 0
203	3459	1.29451134579714	150	4	4 1 0
204	4136	1.5459833141877444	150	6	6 1 0
205	4554	1.0403897008783745	150	2	2 1 0
206	1904	0.8433717149995759	150	1	1 1 0
207	4090	1.1322804904847876	459	3	3 1 0
208	917	1.6813700168335801	462	3	3 1 0
209	803	1.118167206565161	383	3	3 1 0
210	4640	1.4379128786788173	50	4	4 1 0
211	964	1.2008154068438543	150	3	3 1 0
212	5084	1.1404640639791748	462	1	1 1 0
213	3848	1.3996891432225478	341	3	3 1 0
214	3088	1.571708916381968	150	2	2 1 0
215	998	1.2715097119820988	150	3	3 1 0
216	2721	1.3077500700083569	150	3	3 1 0
217	3071	0.885250470226594	380	4	4 1 0
218	1623	1.2693052051607177	383	3	3 1 0
219	2096	0.9053234820963446	489	6	6 1 0
220	3203	1.4079201833700359	462	3	3 1 0
221	3844	1.0694949075092182	462	4	4 1 0
222	3161	1.459793796162751	383	4	4 1 0
223	4001	0.8714000230706653	150	1	1 1 0
224	177	1.1679754061906185	150	3	3 1 0
225	3122	1.4967163282725435	150	2	2 1 0
226	3267	1.0411820169795796	150	5	5 1 0
227	2535	1.3368435543987744	150	4	4 1 0
228	621	0.9688299244681556	150	6	6 1 0
229	887	1.056660171787017	150	2	2 1 0
230	2351	1.1598565029265222	380	3	3 1 0
231	323	0.9459413543666635	459	4	4 1 0
232	154	1.5516864854658499	50	5	5 1 0
233	521	1.6168913752601923	150	3	3 1 0
234	627	1.4870685527110927	50	4	4 1 0
235	1412	0.8134608192521866	150	4	4 1 0
236	2664	1.057615951924002	458	6	6 1 0
237	142	0.9923880672689648	462	4	4 1 0
238	4108	1.1706439837146092	489	6	6 1 0
239	4385	1.0494560434938616	329	3	3 1 0
240	5316	1.1955642751752318	150	1	1 1 0
241	24	1.3883683047296969	341	1	1 1 0
242	3851	1.1521080375154606	462	5	5 1 0
243	2379	1.375054961969688	329	6	6 1 0
244	958	0.9626726662831053	58	5	5 1 0
245	1395	1.1685451630205235	58	3	3 1 0
246	3862	1.1335859523656722	329	6	6 1 0
247	3689	1.442635541826165	459	6	6 1 0
248	2607	1.4564695255278828	459	3	3 1 0
249	3574	1.0576362306695168	458	2	2 1 0
250	2129	1.1957865522690225	150	5	5 1 0
251	2882	1.601748277057863	50	6	6 1 0
252	2435	1.1205535010174963	462	6	6 1 0
253	2975	1.1425132962245907	329	6	6 1 0
254	1165	0.9798393470846279	150	6	6 1 0
255	4602	1.388625901090081	150	1	1 1 0
256	2551	1.4988285848125904	150	5	5 1 0
257	5310	1.1248162240638038	150	4	4 1 0
258	1359	0.9006950908494018	150	3	3 1 0
259	3823	1.4102913242978228	150	4	4 1 0
260	2338	1.3699091553947735	319	1	1 1 0
261	2814	1.3663358960485925	598	6	6 1 0
262	3346	1.5071347121315954	458	3	3 1 0
263	1443	1.303680098150838	150	4	4 1 0
264	2803	1.0621916119325678	150	4	4 1 0
265	1814	1.3085612575185408	150	6	6 1 0
266	2935	1.1679762300283614	319	1	1 1 0
267	1187	1.2047057282333287	150	1	1 1 0
268	1165	1.2053615236939674	383	2	2 1 0
269	847	1.5548186013318919	150	3	3 1 0
270	4064	1.2418289435149406	150	4	4 1 0
271	1545	1.4241201208887342	150	4	4 1 0
272	1874	1.0137889739306938	459	3	3 1 0
273	2928	1.0584429396724653	462	5	5 1 0
274	3593	1.070452676198122	329	1	1 1 0
275	4255	1.0126052193402568	150	2	2 1 0
276	863	0.9372515137100694	458	3	3 1 0
277	2990	1.1267261209867978	462	2	2 1 0
278	1841	1.38667969853365	462	6	6 1 0
279	3892	1.3674589558704127	462	5	5 1 0
280	3758	0.9794306334925366	150	2	2 1 0
281	1511	1.24680987789472	459	3	3 1 0
282	3637	1.3613081063055354	458	6	6 1 0
283	2998	1.2025773723338116	462	6	6 1 0
284	3180	1.4721804897508222	459	5	5 1 0
285	2088	1.4767547555698883	458	6	6 1 0
286	983	1.2393525059182113	458	6	6 1 0
287	5027	1.081387705092844	150	6	6 1 0
288	5824	1.067504263956745	150	4	4 1 0
289	3588	1.1797167642868343	150	5	5 1 0
290	3566	1.189430132450954	462	6	6 1 0
291	771	1.1877431090295074	150	1	1 1 0
292	843	1.05578846018877	150	4	4 1 0
293	3066	1.1776936784894736	150	6	6 1 0
294	4036	1.1637761659138663	459	5	5 1 0
295	3119	0.9195481577934324	150	5	5 1 0
296	1589	0.9577437189159737	150	2	2 1 0
297	6145	1.4772624102612346	150	6	6 1 0
298	4531	1.1798143293533307	150	1	1 1 0
299	75	0.8549363018428242	506	5	5 1 0
300	5168	1.4356942005457862	380	6	6 1 0
301	2399	1.3278607979425963	150	3	3 1 0
302	3872	1.0787886565529141	150	2	2 1 0
303	1313	1.1464138695227402	150	1	1 1 0
304	6047	1.3132898835091364	150	2	2 1 0
305	2633	0.9647022289334306	150	5	5 1 0
306	1575	1.6044512572049385	150	5	5 1 0
307	2149	1.0303577737838254	150	4	4 1 0
308	880	0.9965101029987472	489	1	1 1 0
309	1936	0.8442142702455357	150	3	3 1 0
310	722	1.1874231285214463	489	6	6 1 0
311	341	1.01322003035568	58	2	2 1 0
312	978	1.4033945808384416	150	6	6 1 0
313	5105	1.295953841334628	459	1	1 1 0
314	6134	1.0917815444472845	150	2	2 1 0
315	5524	0.9772285937515055	319	1	1 1 0
316	1160	1.1233141185031483	150	6	6 1 0
317	2581	1.5526838995204097	150	3	3 1 0
318	4791	0.9681971936026331	150	5	5 1 0
319	1530	1.3236888719426894	150	6	6 1 0
320	2659	1.036725886031549	150	4	4 1 0
321	401	1.098170869641673	489	2	2 1 0
322	776	1.6244682966608712	458	5	5 1 0
323	487	1.1541045651852877	319	2	2 1 0
324	1004	0.9952802173487222	383	3	3 1 0
325	3215	1.3351306594886987	489	5	5 1 0
326	4674	1.3341837697889014	150	5	5 1 0
327	1470	1.1169143705442577	150	3	3 1 0
328	1002	1.0279822033943808	458	1	1 1 0
329	4491	1.0581839252155736	150	4	4 1 0
330	4636	1.4030458865046	58	4	4 1 0
331	2785	1.3536453102344914	50	2	2 1 0
332	3295	1.5291767932737816	319	2	2 1 0
333	2940	1.3324165749049508	341	2	2 1 0
334	1145	1.1259916802788081	150	4	4 1 0
335	2833	1.089677514607889	150	1	1 1 0
336	2813	1.3289961525553209	150	5	5 1 0
337	1030	0.9663021156403614	150	4	4 1 0
338	2113	1.3941085366460513	489	4	4 1 0
339	3574	1.2378464206998872	150	6	6 1 0
340	3028	1.3624291745203805	501	6	6 1 0
341	3552	0.9233310756364503	150	3	3 1 0
342	621	1.58727888123003	380	6	6 1 0
343	377	1.2420592037669755	150	3	3 1 0
344	1423	0.9955232320831127	489	3	3 1 0
345	452	1.2209288172882617	380	6	6 1 0
346	1720	1.3565630040034549	150	1	1 1 0
347	2449	1.1508142140558448	150	6	6 1 0
348	3019	1.181742240615918	462	4	4 1 0
349	2534	1.1458020574814245	380	3	3 1 0
350	2819	1.0467662268283324	319	2	2 1 0
351	2590	1.0307872019554571	150	2	2 1 0
352	2008	1.2091372702889303	383	5	5 1 0
353	3224	1.6609667972474487	150	6	6 1 0
354	3109	0.97324604913297	329	4	4 1 0
355	1630	1.0548693194904142	598	6	6 1 0
356	1899	1.140839317677634	150	6	6 1 0
357	4750	1.4863142668005165	150	1	1 1 0
358	1812	1.2254222939134505	598	5	5 1 0
359	5403	1.355418072449476	383	2	2 1 0
360	5526	1.2211990619489093	458	3	3 1 0
361	4047	1.1063347001684938	341	2	2 1 0
362	2073	1.3243536396903879	329	4	4 1 0
363	4988	1.5347028428438905	489	1	1 1 0
364	2072	1.5645308371037818	383	6	6 1 0
365	3952	0.9837636970329698	458	1	1 1 0
366	2043	1.225136120939466	380	6	6 1 0
367	2355	1.08786721899349	150	2	2 1 0
368	1435	1.308015622606468	462	6	6 1 0
369	2829	1.3929308791157888	50	2	2 1 0
370	909	1.2733525928937606	50	6	6 1 0
371	4378	1.1368377385705806	341	1	1 1 0
372	2364	1.3099650016227649	150	6	6 1 0
373	877	1.1266543109462726	383	1	1 1 0
374	3787	1.095328963328336	150	5	5 1 0
375	5935	1.2684051752111498	462	3	3 1 0
376	2835	1.2996057310004752	150	6	6 1 0
377	1099	1.3772363164791726	462	5	5 1 0
378	3589	1.2366792045273032	150	6	6 1 0
379	4591	1.5216585226754327	150	6	6 1 0
380	324	1.3292105856803789	150	5	5 1 0
381	3601	1.1497800589971992	150	4	4 1 0
382	1013	1.7312252799335939	458	4	4 1 0
383	4922	1.0014676658635995	459	3	3 1 0
384	966	1.2027414402601722	150	2	2 1 0
385	196	1.2657805205956647	383	3	3 1 0
386	4381	1.2710729447258242	383	1	1 1 0
387	188	1.1336582945580258	462	1	1 1 0
388	810	1.1945707363579867	150	1	1 1 0
389	124	1.8097241964239223	319	4	4 1 0
390	2555	1.3862721759864423	150	2	2 1 0
391	3832	1.1524242908005438	150	4	4 1 0
392	1333	1.439310125189246	150	2	2 1 0
393	255	1.4399549343739173	380	1	1 1 0
394	4044	1.189796928093887	462	1	1 1 0
395	3002	0.847969531413034	50	6	6 1 0
396	4285	1.4514320430142529	458	5	5 1 0
397	1975	1.2984423834551575	459	6	6 1 0
398	3749	1.1475848287347914	459	4	4 1 0
399	4312	1.391156656791052	150	2	2 1 0
400	2274	1.114428805125944	150	1	1 1 0
401	1521	1.1491368235479205	380	4	4 1 0
402	336	1.3072916652638096	462	2	2 1 0
403	4828	0.8871455551419019	150	3	3 1 0
404	5192	1.1990840534009433	50	4	4 1 0
405	2014	1.3843227301726087	150	6	6 1 0
406	2221	1.0834930236183549	50	5	5 1 0
407	4217	1.1833594672783923	58	2	2 1 0
408	2014	1.2409443890978946	150	5	5 1 0
409	2886	1.0414498532268155	380	2	2 1 0
410	1197	0.9611066847303773	459	1	1 1 0
411	4090	1.2860903568620083	329	4	4 1 0
412	2577	1.240169344894652	489	4	4 1 0
413	2192	1.3086190199172054	50	5	5 1 0
414	2822	1.0901844157204992	458	3	3 1 0
415	457	1.140717145887952	150	2	2 1 0
416	3440	1.3376517360039313	150	2	2 1 0
417	3141	1.094386729379317	150	4	4 1 0
418	607	1.176082161185251	341	5	5 1 0
419	1786	1.2237416426355041	150	2	2 1 0
420	184	1.0449136595824131	58	4	4 1 0
421	1402	1.3094653271097298	462	5	5 1 0
422	1436	0.9742153743820265	462	4	4 1 0
423	5240	1.440044492302886	150	2	2 1 0
424	4200	1.4438186176932704	341	3	3 1 0
425	4376	1.0693215159281106	150	5	5 1 0
426	293	1.0226475650635871	459	5	5 1 0
427	888	1.2347509387062359	50	5	5 1 0
428	3102	1.09526947106971	458	4	4 1 0
429	5578	1.166805054051015	459	4	4 1 0
430	4631	1.1108270968537575	150	1	1 1 0
431	1823	1.0604626880052777	459	3	3 1 0
432	690	1.3895832985629406	58	1	1 1 0
433	1362	1.5654512406211403	150	4	4 1 0
434	2148	1.0697650878606646	341	5	5 1 0
435	830	1.4998499030842782	380	1	1 1 0
436	2279	1.3802729990796228	150	6	6 1 0
437	2968	1.4840272181028917	462	1	1 1 0
438	3183	1.0948967127848601	462	4	4 1 0
439	4725	1.6147378866122508	150	2	2 1 0
440	2424	1.397223138042009	50	3	3 1 0
441	4014	1.2713967265469108	150	4	4 1 0
442	4938	1.1658478843799567	150	5	5 1 0
443	4978	1.1992845292259633	150	4	4 1 0
444	2417	1.3651180938052916	50	4	4 1 0
445	2096	1.6705075584542175	150	2	2 1 0
446	3343	1.1707604339580284	150	1	1 1 0
447	1847	1.3403482570556482	458	4	4 1 0
448	4482	1.0418048142482927	150	1	1 1 0
449	3511	1.4686001361125784	458	4	4 1 0
450	1168	1.179898466769126	150	5	5 1 0
451	3653	0.8333939513303685	150	5	5 1 0
452	769	1.2079334358073137	150	2	2 1 0
453	2956	1.2513324451160286	150	4	4 1 0
454	303	1.1923545230518555	150	5	5 1 0
455	1147	1.1302791420820903	150	6	6 1 0
456	1491	1.1364147187356928	58	4	4 1 0
457	4446	1.3240545827358687	459	6	6 1 0
458	538	1.24700263732208	58	6	6 1 0
459	1517	1.066793973683862	380	5	5 1 0
460	4120	1.1018683075716205	150	1	1 1 0
461	1701	1.299197193861592	462	1	1 1 0
462	3734	1.2336164529690774	383	3	3 1 0
463	349	1.5173282128862122	506	6	6 1 0
464	5351	1.1186297004787993	50	5	5 1 0
465	5300	0.9660321650235133	150	6	6 1 0
466	4556	1.3492936664971966	150	1	1 1 0
467	1989	1.106085944814183	58	1	1 1 0
468	3972	1.316443013199292	150	3	3 1 0
469	494	0.9925430597194654	150	6	6 1 0
470	2279	1.3955889211284558	150	3	3 1 0
471	2305	1.1742924159951917	150	4	4 1 0
472	292	1.144259042454721	150	2	2 1 0
473	4524	1.344136241741261	380	5	5 1 0
474	2800	1.5403985915224532	150	4	4 1 0
475	784	1.4534263872964077	341	1	1 1 0
476	1290	1.2157168380520316	50	5	5 1 0
477	4435	1.0368140702691186	462	1	1 1 0
478	1101	1.0528770336738198	50	5	5 1 0
479	1188	1.3718745571795217	462	3	3 1 0
480	895	0.8939619623648967	150	5	5 1 0
481	2334	1.2433164121938938	319	2	2 1 0
482	1381	1.45653508313464	150	2	2 1 0
483	5500	1.1716468567345322	458	1	1 1 0
484	1476	1.4116075246912076	150	1	1 1 0
485	1340	1.4161448927695846	150	3	3 1 0
486	4886	1.0714493411714527	150	1	1 1 0
487	1524	1.516928006377588	383	6	6 1 0
488	529	1.3053216447603107	383	2	2 1 0
489	2752	1.3132996915297255	489	6	6 1 0
490	5416	1.2075023230689423	150	5	5 1 0
491	4057	1.090562212449167	462	6	6 1 0
492	2356	1.0012319907531793	380	6	6 1 0
493	5330	1.3138435143708596	150	5	5 1 0
494	3019	1.1553105575391172	150	1	1 1 0
495	2679	1.2267476491449674	458	3	3 1 0
496	653	1.5560855200730637	383	5	5 1 0
497	548	1.0836723539387403	462	6	6 1 0
498	1091	1.01400402019594	150	3	3 1 0
499	4850	1.1765968466427934	150	2	2 1 0
500	4158	1.2183515424877405	489	5	5 1 0
501	2180	1.1588450634930767	150	1	1 1 0
502	3184	1.315038783733848	58	1	1 1 0
503	4037	1.1318762792343322	459	1	1 1 0
504	87	1.1793184416470366	462	5	5 1 0
505	682	1.2037117867768803	598	3	3 1 0
506	1171	1.5914601486451159	150	6	6 1 0
507	25	1.0616843130599223	150	2	2 1 0
508	1667	1.1147059741441279	50	2	2 1 0
509	52	1.366598967514191	459	5	5 1 0
510	5228	1.0564558335266783	380	3	3 1 0
511	2762	0.8579370279426455	150	5	5 1 0
512	1222	1.271538671134826	150	4	4 1 0
513	1354	1.5744259000181333	150	4	4 1 0
514	2276	1.401936462476943	150	6	6 1 0
515	106	1.2378684212847995	50	1	1 1 0
516	1068	1.124181076385278	489	6	6 1 0
517	2457	1.202706188853531	383	5	5 1 0
518	2893	0.9813367884472654	380	2	2 1 0
519	4353	0.9782907125540193	150	6	6 1 0
520	1672	1.1384023029263672	462	5	5 1 0
521	1537	1.3868661965685183	150	6	6 1 0
522	1388	1.2036018425039985	150	4	4 1 0
523	3910	0.9249531092967331	489	5	5 1 0
524	4629	0.8850236339488047	458	1	1 1 0
525	1826	1.4572920714918292	462	5	5 1 0
526	2804	1.1681676701806372	383	1	1 1 0
527	4926	1.1501589514812913	459	4	4 1 0
528	1564	1.173860332747775	380	4	4 1 0
529	4117	1.5454345315533535	150	3	3 1 0
530	2095	0.9768215718159864	150	5	5 1 0
531	100	1.3090402021910121	150	2	2 1 0
532	45	0.8336106891504663	462	1	1 1 0
533	4814	0.8819205794190783	458	2	2 1 0
534	1638	1.3210710369174554	150	2	2 1 0
535	4836	1.1490502849354052	50	4	4 1 0
536	495	1.4793407889199552	150	6	6 1 0
537	1999	1.3138205009725115	459	1	1 1 0
538	3198	1.187843831821826	150	4	4 1 0
539	3901	1.1497250659751423	50	4	4 1 0
540	75	1.4652617867619127	150	1	1 1 0
541	849	1.232156564249407	150	1	1 1 0
542	250	1.3424244152293534	50	4	4 1 0
543	464	1.2502969708816651	489	2	2 1 0
544	1763	1.3850549967023067	50	4	4 1 0
545	353	0.8582837255053621	50	4	4 1 0
546	1752	1.3093965471854603	50	1	1 1 0
547	2187	1.269366715306238	150	6	6 1 0
548	3689	1.3166266299651372	150	1	1 1 0
549	1735	0.8134495690744137	462	1	1 1 0
550	2722	1.5305219107969104	150	2	2 1 0
551	1239	1.3303463973739085	329	1	1 1 0
552	1223	1.0032711167203596	341	2	2 1 0
553	5392	1.2249618602026913	150	5	5 1 0
554	931	0.9884793689116051	150	3	3 1 0
555	2422	1.033398212032442	50	4	4 1 0
556	2411	1.426269793592387	462	3	3 1 0
557	766	0.9614556330526144	459	2	2 1 0
558	1920	1.193896623789991	150	5	5 1 0
559	5737	0.8279237819429276	459	1	1 1 0
560	3839	0.879471052511216	150	1	1 1 0
561	2136	1.1559746505341464	150	1	1 1 0
562	2332	1.1134509350538206	150	4	4 1 0
563	2265	1.2946857756697363	150	2	2 1 0
564	3204	1.3204267673999717	329	3	3 1 0
565	4733	1.5811572085025976	150	6	6 1 0
566	3586	1.264670453367769	489	5	5 1 0
567	3247	1.0030295521163306	150	2	2 1 0
568	3337	1.4032687225428404	380	6	6 1 0
569	141	1.17102446781887	50	1	1 1 0
570	3776	0.9340476071036639	150	3	3 1 0
571	3306	1.0932881520740274	319	3	3 1 0
572	4168	1.047830832346827	50	1	1 1 0
573	3902	1.357883506069936	58	4	4 1 0
574	1793	1.2146127378775373	150	5	5 1 0
575	3881	1.449404479593611	58	6	6 1 0
576	3888	0.8203284188272146	459	4	4 1 0
577	3835	1.345200518870158	58	5	5 1 0
578	911	1.4566166561016822	383	5	5 1 0
579	5316	1.5465694811796182	150	3	3 1 0
580	865	1.0129349781328292	50	4	4 1 0
581	3251	0.9420434238065453	380	2	2 1 0
582	4767	1.2337849750739518	150	6	6 1 0
583	4882	1.329759201255106	58	1	1 1 0
584	3394	1.6999380917955356	319	2	2 1 0
585	1172	0.902875643628829	150	5	5 1 0
586	625	1.297128784667505	489	2	2 1 0
587	185	0.990835605779797	458	3	3 1 0
588	2427	1.25996789781096	50	1	1 1 0
589	2487	1.2220118530401236	50	2	2 1 0
590	2254	0.9613569738980674	341	1	1 1 0
591	2648	1.3514753669647266	383	4	4 1 0
592	4048	1.1782353857769092	150	1	1 1 0
593	1948	1.2001535973364226	329	1	1 1 0
